filename,perspective_score_hood,perspective_score_backdoor_left
66ee2d88-f403-4821-a370-8a3d72e200f9.jpg,0.27352044,0.43952587
bf7e237e-f12b-4ffc-8d79-6855cc35ea06.jpg,0.0,0.90268165
4c297488-c81f-464d-92bf-1c408333a912.jpg,0.0,0.9008642
6c95ad0b-fda6-42a8-a33d-b430073e1dcd.jpg,0.0,0.21316168
bd806d94-4c2e-4cd2-8e02-5eaba7c7c63e.jpg,0.0,0.8183882
61ccbc54-83c4-4d0e-93ac-d0597a3b886e.jpg,0.0,0.9008818
352f6431-9a7d-4422-bac8-5167174d59bc.jpg,0.22604208,0.0
72d383f0-e0b7-434b-9f0b-237b44812a57.jpg,0.0,0.7679499
a704c560-d39b-4661-8002-e0f1ee6bfa8f.jpg,0.0,0.347658
d585fece-5542-4e7e-9e50-bf2be61f4039.jpg,0.90302414,0.0
e6b818aa-3a26-4e98-9b49-ffae342edd19.jpg,0.33267683,0.0
82066715-479c-4587-96be-0104e008971f.jpg,0.3462817,0.0
bc529dc2-604e-475c-85c1-ae4ed5a7e7ce.jpg,0.0,0.32939327
9bcea8f9-2698-4374-ba2f-82cc39aa90fe.jpg,0.0,0.9142663
ae39e1f7-0e6e-4b56-8357-fcdafb2aaf90.jpg,0.73966116,0.0
b7fd08ba-4d2e-431c-8c18-adbe462d2b0e.jpg,0.0,0.22141868
dfd6ea2d-324d-4b7f-b931-9ed6a4be281b.jpg,0.66705203,0.0
8c42dfdd-59bf-4982-8079-bdc0214acd7b.jpg,0.0,0.9005925
287e7e9b-322d-4f8a-b051-c71340fb1e0d.jpg,0.0,0.8021802
10f490ed-8425-4ed1-bf30-6a9d03b236dd.jpg,0.9044205,0.0
3302db7d-8dc0-40a0-ad34-b57881722877.jpg,0.30010962,0.0
f5842330-dbe9-4e9e-a636-93bb13db1642.jpg,0.06529913,0.8011084
58324647-6d9d-47ed-957a-e790032bd343.jpg,0.36554217,0.0
6852b42a-a710-45b2-b75c-cf31bbbc856d.jpg,0.0,0.9020861
15e6a0e3-bf7b-4cee-8e2d-8dbd76434fec.jpg,0.0,0.90081424
b4e3f724-caf9-4c79-babd-d989994a623b.jpg,0.0,0.91138506
e6c1161b-892b-438c-add6-da84b5454e87.jpg,0.9021916,0.0
9f92d430-bf43-4880-80c1-e78c28836f2e.jpg,0.8460938,0.0
3d26309d-6cbe-4b63-adec-39f410c06050.jpg,0.48263016,0.0
d3c85ce5-14dc-44b9-ba70-08cbf0f19a53.jpg,0.7411416,0.0
2784b4e9-afde-4b2d-bf73-7d46224e9c48.jpg,0.0,0.91419643
2849e800-67b5-4b93-929c-957ef85c67e5.jpg,0.0,0.89027494
36205e59-a24e-435a-8ba0-66b9f4a50ff6.jpg,0.0,0.900263
0e550d4a-8479-46c6-9f5a-e65d7642f3c8.jpg,0.0760962,0.3203056
b929c9c2-1967-4119-a446-a7f3ce72db8e.jpg,0.2606181,0.0
d3ff83fe-ed85-4958-913b-d1a21268d243.jpg,0.90576065,0.0
1029b889-c65d-4c3f-ae2f-d0c98a0a61fd.jpg,0.0,0.19292073
981d2a64-f89e-4e4e-b863-8908e3b56be9.jpg,0.8999138,0.0
1a413a54-6986-4898-aed2-b9614849a08d.jpg,0.78868467,0.50419253
09d5c93f-a24a-482c-8388-39a672d41131.jpg,0.0,0.90269625
a0951a40-f274-4e1b-b006-ace1fb44ecd8.jpg,0.3791893,0.0
b67ab251-216b-4e22-aba7-e38125c16909.jpg,0.0,0.9004067
e99fec86-518d-4d9a-9c73-e523762da7d7.jpg,0.59349823,0.0
a1f59921-873d-4e8e-a616-2c05a883ff3c.jpg,0.9045945,0.0
2d617fee-8203-49d5-84ab-78bb4872f008.jpg,0.9163973,0.0
bc14f32a-1267-4e51-a54e-441cfa6dd08a.jpg,0.24116579,0.0
2e613c49-0cf1-4fba-8a7f-4a53f165ca23.jpg,0.027812185,0.9161385
62cc0db4-6f71-4ac5-8b4d-31261c7efa62.jpg,0.0,0.9008742
d86203d7-39f3-4d48-a715-12617192103d.jpg,0.90169924,0.54079306
07fa4d26-61ba-4d9d-ab8f-1d8da7aead00.jpg,0.90428776,0.0
0f4630d7-425f-43de-8bad-37104c8f11aa.jpg,0.0,0.9009061
21efceb5-172f-49d9-9d1c-2372857a53f1.jpg,0.3639813,0.0
3e538a0d-60d6-407e-bcaa-2f40a0f5aa77.jpg,0.8847584,0.0
1d21d49a-2495-4b5c-a840-7fd680e5ae9a.jpg,0.13382153,0.0
0f544640-0bff-4758-9953-0d12ddee8cd6.jpg,0.558928,0.0
4abc6e19-0921-4ff8-ad97-a58aa6746f13.jpg,0.0,0.90214086
137715c9-fbd6-41b0-8073-b7829df645ed.jpg,0.0,0.90647936
d0ac7d8c-effb-4f70-8db4-4e4b7b7cd907.jpg,0.0,0.82762647
16ba45bf-bda3-4263-8af8-c6d79ce305dc.jpg,0.0,0.43051013
9239e9a0-e16b-4b98-a292-c83da18ce7be.jpg,0.105805285,0.37426475
3c767c3e-ab57-4970-884a-23c38d04ba3a.jpg,0.89930904,0.0
c7d6d989-1e6e-414c-b08a-413c8d8fd65b.jpg,0.0,0.5535027
2845a7ce-92eb-4e6a-9e27-530b97217552.jpg,0.83024883,0.49895835
9b7be5e2-b99e-415c-a7b5-241e7638e61b.jpg,0.0,0.6993963
eff02c8c-4250-4910-b1b5-c0b98ad7ee57.jpg,0.8106961,0.4723568
32e74ab1-6131-4789-91d6-b68736cf6ca1.jpg,0.90333056,0.0
2d5d501c-a5a6-4ab8-b7f7-0b7265b1a65a.jpg,0.2032341,0.0
9b05a14f-692d-4448-8b1e-5158e5397d02.jpg,0.0,0.83593976
7496ef29-af5e-4edb-b21c-19faad10bb3d.jpg,0.7527827,0.4757187
ad441034-268c-453a-a056-40834dca898c.jpg,0.0,0.9000982
a35f538e-8843-43a0-8f04-ccc91d6e7271.jpg,0.0,0.7249909
e0f55f4c-f9a4-4100-844b-285ce4227f1f.jpg,0.034039114,0.9105732
d0cd8922-27ca-4d41-97e3-5caf3df8bc77.jpg,0.55694544,0.09663771
4921c074-cff5-497c-b09e-162142198c74.jpg,0.0,0.85628754
db7c5d62-5ba0-41ef-93c5-3b874d97c352.jpg,0.7102289,0.0
3e86622c-4b56-4fb7-a3f9-02e34b2d7d11.jpg,0.9007243,0.57252413
55db93f0-ecaa-44a5-9761-cfad17b8978c.jpg,0.0,0.8204763
c8615397-fa62-4670-997a-fd8d458ef262.jpg,0.44362372,0.0
364dd3b6-cc75-4ae3-8f45-d66e782f3d90.jpg,0.0,0.9009966
e41e10a7-1259-4a37-acca-277cad086f51.jpg,0.0,0.9054028
df98a86b-193f-4378-b15b-f7b490c4e5ad.jpg,0.9062015,0.5908943
d84d6f95-6726-40ac-a291-803535a672c7.jpg,0.35152194,0.0
09b565fc-b8ba-4b97-9fab-1e2cfcc9c2a7.jpg,0.9142844,0.0
35325b09-db60-4ddc-bd56-b4602efc3888.jpg,0.18615039,0.0
4e621b9a-6ceb-4026-b9b1-58c1914c4661.jpg,0.9033701,0.0
a6ea9dbb-2657-4611-b804-c6c4d371bdae.jpg,0.0,0.8046502
260142d9-8bfb-4c9e-9f19-19f5a808fab2.jpg,0.29716286,0.9032283
d852e927-eafb-481d-badc-53d96b0105a4.jpg,0.0,0.9100017
b501ae6c-2a4c-41c0-9740-e52f08b7c587.jpg,0.0,0.75379485
db51ac70-923e-40de-8780-cf1979c93bf2.jpg,0.27360535,0.0
b9d45404-7418-402b-bae7-07685caad48b.jpg,0.8999493,0.0
07875ef1-948f-4bc1-bc3c-125d1678d5b0.jpg,0.5617507,0.0
910c72d0-5d30-4e83-a910-951f09c5997a.jpg,0.2410905,0.0
9c96a6b3-3e95-4790-a9d3-6251572e4795.jpg,0.0,0.9134201
f7508e49-427d-4282-a7f3-1f51e05f7c43.jpg,0.0,0.9015693
e930a2ea-0574-4655-9b90-6db41901524a.jpg,0.0,0.90282005
8195574a-bedc-4b3d-b3e1-f6f4d9f501f2.jpg,0.0,0.9111476
b4e354dd-4708-4db4-aba4-87e65c9cc976.jpg,0.758455,0.46661398
fa0bdd43-794c-48e6-9d6e-c2cb795aa800.jpg,0.052357994,0.4649068
db776422-896a-481d-9a76-b89214c5cc85.jpg,0.48267806,0.0
25b52266-9020-4381-b809-02bef6adf094.jpg,0.9041224,0.553735
58afba5a-89d8-4725-afef-fcecd4a194a1.jpg,0.82807773,0.48083422
17a42f82-8870-43ce-892f-b9ceeee23d76.jpg,0.0,0.90081877
c7a46b0a-bf6b-4164-9e01-17dcb0d7d561.jpg,0.0,0.911996
a73e9889-aab0-4d68-8f1a-558555cb7085.jpg,0.0,0.9030079
608bfefc-c82c-4b3b-bdad-638722df72d5.jpg,0.0,0.90634805
510b8bf5-4faa-478d-af14-f635815b740b.jpg,0.0,0.77367026
5ea628c8-1bf8-428d-9674-c08b7e220eb8.jpg,0.9042913,0.0
43091fac-1291-402e-a374-a4b82b93f22a.jpg,0.0,0.91423094
fcd3fc35-68ce-4c9a-b0dc-a8d65190c6dc.jpg,0.21487702,0.0
fe53d37b-90bc-44de-a8f3-5df4b862bc01.jpg,0.30298886,0.10622156
4634b58a-12b9-480d-abcb-677abe23aaf2.jpg,0.9066416,0.0
961e56a3-00f0-4192-9798-d49c72c0185b.jpg,0.0,0.32592297
2da6abc9-41ec-4051-8392-2168b10d0a00.jpg,0.5487877,0.0
a8ff5563-4e48-4d34-9225-acafa02b4e45.jpg,0.8271418,0.0
432fae2e-445c-43b9-837a-25e07c4f1836.jpg,0.08951795,0.90602237
42f45ecc-3d2d-4e31-af1a-960be664800b.jpg,0.0,0.9008408
6a34ee40-898d-4a38-9aac-2f868d0e5171.jpg,0.23720181,0.0
d111e965-6afd-4a56-af2a-8f873bd0a708.jpg,0.6996643,0.0
e3ba90e3-1023-42eb-9b5f-6cbbfd65601e.jpg,0.9014569,0.15720268
8809c075-ba47-40ab-8976-c7bd124edad3.jpg,0.9023731,0.63038987
11bc48e3-8dd4-4cb0-ad9c-59f8ad208f1f.jpg,0.70196795,0.0
3bb1aeaa-6975-478a-b459-6d7f95e4fad0.jpg,0.9032854,0.6244492
caf77965-6b50-485c-9027-27ff3f3159b4.jpg,0.04160903,0.3844472
14424838-cbfb-41a3-a671-b10012fce59c.jpg,0.282298,0.80265844
223fdc16-c2d9-4d82-aa3f-4b839b429e3b.jpg,0.2886573,0.0
9703e99f-efe6-4cfc-be68-9b927198b59f.jpg,0.90864205,0.0
3ae51264-6d66-4b02-97dd-2f78c0ff2665.jpg,0.0,0.9096599
3b9c8aaa-b578-4277-ae98-3c5ed6cbcda0.jpg,0.3879177,0.0
d4b5178c-ff67-4841-accb-59d44ced61af.jpg,0.0,0.90937144
17f95d5d-2d7b-46f8-a4fd-502707f26b26.jpg,0.7193414,0.0
2b0f37d1-24bb-4e79-9b40-406f38e6f2b4.jpg,0.9028415,0.72244287
324ea8f2-2c76-417e-bd8e-8f2a6abe5cc0.jpg,0.20039788,0.9074632
0efe4e91-d6af-4c70-8db5-ab98d41dc789.jpg,0.0,0.9084224
1f21c16b-6046-4ddd-a8ec-9da83ec3448d.jpg,0.595889,0.0
f65d094c-25be-4ea9-8969-4116e5217773.jpg,0.0,0.76512927
ca996e1f-cdca-47b5-84d4-9e33bcef1bf9.jpg,0.14551154,0.9052333
5bb1f697-6b2c-4974-aca4-d1806f1f814d.jpg,0.0,0.9021571
69f09240-7955-48b4-94c3-a7c37c669908.jpg,0.9006035,0.0
7cca31ea-ae6c-4cc4-8455-0bbdd03d4e1b.jpg,0.45786172,0.0
5888ada5-f2b5-45c7-a92a-d95e8ec56fdb.jpg,0.0,0.9005318
191fb43c-584d-4d91-bf72-49ee8672c815.jpg,0.0,0.9007299
6428cccd-e36f-4cdc-a5b6-c392e6b4fb9e.jpg,0.0,0.9138605
0841dd34-ee92-4016-ba81-986638c98f3f.jpg,0.89286983,0.0
ecd61841-9be5-4594-9179-56662e706f0a.jpg,0.7040939,0.0
8a18da07-a177-46b7-8178-4ea9fe6717f0.jpg,0.0,0.903557
